,Year,AreaName,residential_units,job_spaces,county_id
506,2025,Ogden Harrison Boulevard North,596.0,1256.0,5985.0
507,2025,Ogden Harrison Boulevard South,578.0,2481.0,4104.0
508,2025,Ogden-Hinckley Airport Center,0.0,3245.0,798.0
509,2025,Old Mill,0.0,18.0,105.0
510,2025,Olympia Hills,1.0,57.0,140.0
511,2025,Olympus Hills Center,0.0,644.0,315.0
512,2025,Oquirrh View Center,0.0,32.0,105.0
513,2025,Orchard Drive 2200 South,147.0,718.0,187.0
514,2025,Pages Lane Center,457.0,356.0,198.0
515,2025,Parleys Foothill Center,0.0,855.0,245.0
516,2025,Plain City Gateway,43.0,0.0,114.0
517,2025,Plain City Market Center,7.0,335.0,399.0
518,2025,Pleasant Green,274.0,892.0,4585.0
519,2025,Pleasant View 2700 North,235.0,2686.0,5415.0
520,2025,Pleasant View Employment Center,4.0,513.0,1425.0
521,2025,Pleasant View Industrial Center,0.0,3200.0,1482.0
522,2025,Porter Rockwell,0.0,116.0,245.0
523,2025,Quarry Bend Center,530.0,1806.0,350.0
524,2025,Renaissance Towne Center,122.0,472.0,165.0
525,2025,Research Park,0.0,3675.0,595.0
526,2025,River Park,9.0,5338.0,1225.0
527,2025,River Trail Station,1.0,2328.0,1645.0
528,2025,Riverdale City Center,569.0,4246.0,3933.0
529,2025,Roper Yards,0.0,5002.0,5390.0
530,2025,Rose Park Center,63.0,568.0,490.0
531,2025,Roy Downtown,621.0,4536.0,17385.0
532,2025,Roy Station,844.0,1637.0,2223.0
533,2025,S-Line Center,965.0,241.0,910.0
534,2025,SLCC/RSL,0.0,579.0,210.0
535,2025,SW Salt Lake Employment District,36.0,2076.0,1050.0
536,2025,Salt Lake 15th and 15th,3.0,81.0,350.0
537,2025,Salt Lake 900 West,211.0,309.0,5180.0
538,2025,Salt Lake City CBD,8101.0,95884.0,29610.0
539,2025,Salt Lake City East Downtown,5334.0,12397.0,19110.0
540,2025,Salt Lake City Northwest Quadrant,12.0,71634.0,67515.0
541,2025,Salt Lake Foothill Center,0.0,1883.0,280.0
542,2025,Salt Lake International Airport,0.0,500.0,210.0
543,2025,Sandy Union Park,1.0,2000.0,3010.0
544,2025,Sandy Village Center,179.0,3183.0,5250.0
545,2025,Sheep Lane Employment District,0.0,747.0,99.0
546,2025,SoDa Row,206.0,1296.0,1715.0
547,2025,Sorenson Research Park,603.0,4578.0,665.0
548,2025,South Jordan Gateway,699.0,5682.0,1715.0
549,2025,South Jordan Towne Center,581.0,4372.0,6965.0
550,2025,South Ogden City Center,431.0,3477.0,24567.0
551,2025,South Ogden Gateway,995.0,2561.0,14307.0
552,2025,South Ogden US 89,37.0,754.0,1026.0
553,2025,South Salt Lake State Street,347.0,2810.0,7700.0
554,2025,St. Marks Hospital,0.0,816.0,2030.0
555,2025,Station Park,1434.0,7223.0,517.0
556,2025,Sugarhouse,1542.0,8417.0,8190.0
557,2025,Summit Vista Center,56.0,1715.0,210.0
558,2025,Sunset SR 126,403.0,646.0,1628.0
559,2025,Syracuse City Center,800.0,1556.0,1507.0
560,2025,Syracuse SR 193 Center,1719.0,2084.0,1540.0
561,2025,Taylor's Landing,0.0,481.0,315.0
562,2025,Taylrosville West Point Center,125.0,1027.0,1365.0
563,2025,The Cairns,2844.0,25951.0,20265.0
564,2025,The District,223.0,3360.0,2625.0
565,2025,The Point,0.0,1353.0,2415.0
566,2025,Trailside Center,54.0,0.0,11.0
567,2025,Union Park,1589.0,9318.0,11340.0
568,2025,University Gardens,187.0,318.0,2275.0
569,2025,Village Green Center,332.0,160.0,665.0
570,2025,Vista Station,1469.0,6696.0,1295.0
571,2025,Washington Terrace US 89,63.0,905.0,1596.0
572,2025,Weber State University,148.0,0.0,8208.0
573,2025,Weber State University Davis,1699.0,979.0,781.0
574,2025,West 12th Street,4.0,0.0,228.0
575,2025,West Bountiful Industrial District,2.0,81.0,165.0
576,2025,West Central Employment District,0.0,1713.0,3885.0
577,2025,West Davis Business Center,0.0,392.0,33.0
578,2025,West Haven City Center,1608.0,2145.0,7752.0
579,2025,West Haven Midland Drive,1438.0,759.0,34656.0
580,2025,West Jordan City Center,1164.0,3587.0,9765.0
581,2025,West Jordan Industrial District,0.0,7882.0,9730.0
582,2025,West Layton Town Center,45.0,183.0,22.0
583,2025,West Ogden Center,577.0,462.0,20292.0
584,2025,West Point City Center,1139.0,1688.0,1012.0
585,2025,West Point West Davis,49.0,0.0,55.0
586,2025,West Riverdale Center,3.0,2897.0,798.0
587,2025,West Roy Center,79.0,959.0,1368.0
588,2025,West Valley 6200 South 5600 West,0.0,684.0,140.0
589,2025,West Valley Redwood Center,1682.0,3831.0,4235.0
590,2025,West Warren Center,17.0,0.0,570.0
591,2025,West Weber,45.0,22.0,399.0
592,2025,West Weber Industrial Center,0.0,718.0,627.0
593,2025,WestBench,728.0,95.0,21875.0
594,2025,Westpointe Center,1.0,2282.0,1575.0
595,2025,Wheeler Village,67.0,247.0,342.0
596,2025,Woods Cross Business Park,0.0,160.0,187.0
597,2025,Woods Cross Station,6.0,378.0,88.0
598,2030,12600 South Mountain View Corridor,113.0,679.0,420.0
599,2030,21st and 21st,207.0,484.0,1855.0
600,2030,2300 East 3300 South,10.0,367.0,735.0
601,2030,2600 South Center,357.0,6921.0,803.0
602,2030,2700 South Station,856.0,1166.0,3885.0
603,2030,4100 South Redwood,1.0,882.0,1960.0
604,2030,4800 South Redwood,9.0,839.0,1225.0
605,2030,5400 South Redwood,442.0,2384.0,2765.0
606,2030,7th Street Sandy Point,84.0,497.0,1470.0
607,2030,900 East Station,5.0,368.0,1190.0
608,2030,9th and 9th Center,43.0,371.0,2485.0
609,2030,Alta Canyon Park Center,9.0,1854.0,980.0
610,2030,Antelope & Main Town Center,153.0,1121.0,319.0
611,2030,Ballpark,3180.0,10517.0,33740.0
612,2030,Bingham Junction,2044.0,5477.0,3325.0
613,2030,Bountiful 200 West,161.0,465.0,572.0
614,2030,Bountiful 500 South,366.0,1842.0,814.0
615,2030,Bountiful Downtown,303.0,1213.0,1397.0
616,2030,Business Depot Ogden,34.0,7643.0,5814.0
617,2030,Canyon Rim Center,0.0,846.0,455.0
618,2030,Cascade Village,165.0,306.0,210.0
619,2030,Centerville Downtown,946.0,4641.0,2442.0
620,2030,Church & Hwy 193 Town Center,256.0,368.0,198.0
621,2030,Clinton Town Center,373.0,4687.0,2499.0
622,2030,Cold Springs Center,385.0,422.0,110.0
623,2030,Copperton Community Center,85.0,0.0,245.0
624,2030,Cottonwood Heights Fort Union,287.0,3005.0,4445.0
625,2030,Cottonwood Village,129.0,1242.0,315.0
626,2030,Courthouse Downtown,115.0,186.0,726.0
627,2030,Daybreak,2548.0,6504.0,3570.0
628,2030,Decker Lake Center,453.0,1428.0,245.0
629,2030,Downtown Clearfield,3311.0,3195.0,3916.0
630,2030,Downtown Kaysville,476.0,3743.0,1760.0
631,2030,Downtown Riverton,383.0,2611.0,5530.0
632,2030,Downtown South Salt Lake,1107.0,7464.0,10780.0
633,2030,Draper City Center,846.0,6031.0,5880.0
634,2030,Draper Kimballs Lane Station,54.0,125.0,945.0
635,2030,East Antelope Center,441.0,2095.0,880.0
636,2030,East Gate Business Center,5.0,1760.0,737.0
637,2030,East Park Lane,11.0,1640.0,143.0
638,2030,Fairbourne Station,1300.0,2625.0,3185.0
639,2030,Farr West 2700 North,96.0,106.0,855.0
640,2030,Fashion Place West,371.0,5280.0,18445.0
641,2030,Fireclay Center,1263.0,601.0,2380.0
642,2030,Five Points,1252.0,2609.0,11685.0
643,2030,Fore Lakes Center,733.0,1526.0,770.0
644,2030,Fort Union Canyon Center,29.0,167.0,490.0
645,2030,Foxboro,279.0,838.0,187.0
646,2030,Freeport Center,17.0,7304.0,1012.0
647,2030,Gardner Village,376.0,349.0,210.0
648,2030,Gateway Crossing,281.0,994.0,561.0
649,2030,Gentile & Fairfield Town Center,480.0,391.0,440.0
650,2030,Glendale Center,0.0,78.0,35.0
651,2030,Gordon & Fairfield Town Center,158.0,312.0,429.0
652,2030,Granary District,3693.0,4971.0,15470.0
653,2030,Harrisville US 89,72.0,452.0,969.0
654,2030,Herriman Porter Rockwell Center,1090.0,4599.0,1050.0
655,2030,Herriman Town Center,1549.0,2252.0,12950.0
656,2030,Highberry Center,1450.0,4175.0,2345.0
657,2030,Highlands Loop Center,858.0,936.0,840.0
658,2030,Highline,1095.0,3376.0,1050.0
659,2030,Historic Magna Main Street,49.0,338.0,2380.0
660,2030,Historic Sandy Station,174.0,335.0,4585.0
661,2030,Holladay City Center,512.0,7635.0,5005.0
662,2030,Holladay Crossroads,9.0,599.0,875.0
663,2030,Hunter Town Center,65.0,831.0,1645.0
664,2030,Hwy 89 & Gordon Town Center,82.0,4.0,44.0
665,2030,Independence,1619.0,3446.0,29260.0
666,2030,International Center,0.0,19135.0,5390.0
667,2030,Ivy Place Center,1.0,1648.0,560.0
668,2030,Jones Ranch,409.0,1325.0,1295.0
669,2030,Jordan Bluffs,2761.0,6896.0,1470.0
670,2030,Jordan Landing,0.0,5822.0,3185.0
671,2030,Jordan Valley,591.0,2722.0,2765.0
672,2030,Kaysville Business Park,12.0,2315.0,693.0
673,2030,Kearns Town Center,14.0,888.0,945.0
674,2030,Kearns Warehouse District,0.0,1150.0,2135.0
675,2030,Lake Park Center,0.0,7312.0,630.0
676,2030,Layton Downtown,1372.0,2243.0,1815.0
677,2030,Layton Industrial Center,3.0,3052.0,968.0
678,2030,Layton Midtown,5546.0,10479.0,6688.0
679,2030,Legacy Crossing,525.0,1377.0,209.0
680,2030,Legacy Gateway,785.0,1587.0,539.0
681,2030,Lone Peak Parkway Employment Center,25.0,13170.0,5250.0
682,2030,Marketview Center,291.0,286.0,420.0
683,2030,Marmalade,2234.0,2600.0,10290.0
684,2030,Marriott-Slaterville Employment District,7.0,314.0,570.0
685,2030,Meadowbrook Station,2132.0,8520.0,12250.0
686,2030,Midvale Center Station,761.0,274.0,1190.0
687,2030,Midvale Fort Union Station,133.0,544.0,385.0
688,2030,Midvale Main Street,491.0,1215.0,9450.0
689,2030,Millcreek 2300 East,4.0,39.0,175.0
690,2030,Millcreek City Center,416.0,2068.0,4725.0
691,2030,Millcreek Station,239.0,2178.0,7945.0
692,2030,Millrock Employment Center,0.0,10903.0,2415.0
693,2030,Mountain View Village,220.0,4231.0,490.0
694,2030,Murray Downtown,4267.0,13387.0,25725.0
695,2030,Murray Industrial District,18.0,874.0,5600.0
696,2030,Murray Medical Park,59.0,787.0,3640.0
697,2030,Newgate Center,662.0,10795.0,37791.0
698,2030,North Ogden Downtown,973.0,1573.0,9690.0
699,2030,North Ogden Southtown,756.0,1093.0,3477.0
700,2030,North Salt Lake / Woods Cross Industrial District,150.0,8448.0,4268.0
701,2030,North Salt Lake Town Center,1763.0,821.0,1287.0
702,2030,North Shore,1.0,0.0,35.0
703,2030,North Station,2450.0,4517.0,418.0
704,2030,North Temple Center,2228.0,5372.0,8680.0
705,2030,Oakwood Village Center,717.0,2893.0,3815.0
706,2030,Ogden 12th Street,269.0,2929.0,9234.0
707,2030,Ogden Airport Industrial District,43.0,8062.0,23826.0
708,2030,Ogden Downtown,3211.0,16717.0,59565.0
709,2030,Ogden Harrison Boulevard North,608.0,1256.0,6042.0
710,2030,Ogden Harrison Boulevard South,581.0,2508.0,4161.0
711,2030,Ogden-Hinckley Airport Center,0.0,3245.0,798.0
712,2030,Old Mill,0.0,18.0,105.0
713,2030,Olympia Hills,1.0,57.0,140.0
714,2030,Olympus Hills Center,0.0,992.0,350.0
715,2030,Oquirrh View Center,0.0,32.0,105.0
716,2030,Orchard Drive 2200 South,147.0,718.0,187.0
717,2030,Pages Lane Center,457.0,366.0,198.0
718,2030,Parleys Foothill Center,0.0,855.0,245.0
719,2030,Plain City Gateway,108.0,0.0,285.0
720,2030,Plain City Market Center,14.0,335.0,513.0
721,2030,Pleasant Green,462.0,1187.0,4725.0
722,2030,Pleasant View 2700 North,459.0,2698.0,5814.0
723,2030,Pleasant View Employment Center,4.0,755.0,1596.0
724,2030,Pleasant View Industrial Center,0.0,3200.0,1482.0
725,2030,Porter Rockwell,0.0,116.0,245.0
726,2030,Quarry Bend Center,530.0,1865.0,385.0
727,2030,Renaissance Towne Center,128.0,592.0,187.0
728,2030,Research Park,0.0,3675.0,595.0
729,2030,River Park,9.0,5338.0,1225.0
730,2030,River Trail Station,0.0,2513.0,1645.0
731,2030,Riverdale City Center,901.0,4507.0,4161.0
732,2030,Roper Yards,0.0,5002.0,5390.0
733,2030,Rose Park Center,67.0,568.0,490.0
734,2030,Roy Downtown,724.0,4850.0,17955.0
735,2030,Roy Station,945.0,1632.0,2280.0
736,2030,S-Line Center,975.0,239.0,910.0
737,2030,SLCC/RSL,0.0,579.0,210.0
738,2030,SW Salt Lake Employment District,153.0,3280.0,2065.0
739,2030,Salt Lake 15th and 15th,3.0,81.0,350.0
740,2030,Salt Lake 900 West,215.0,416.0,5425.0
741,2030,Salt Lake City CBD,9505.0,106498.0,29715.0
742,2030,Salt Lake City East Downtown,6422.0,10616.0,19110.0
743,2030,Salt Lake City Northwest Quadrant,12.0,78282.0,72450.0
744,2030,Salt Lake Foothill Center,0.0,1883.0,280.0
745,2030,Salt Lake International Airport,0.0,500.0,210.0
746,2030,Sandy Union Park,1.0,2001.0,3010.0
747,2030,Sandy Village Center,194.0,3607.0,5250.0
748,2030,Sheep Lane Employment District,0.0,1099.0,121.0
749,2030,SoDa Row,211.0,1296.0,1750.0
750,2030,Sorenson Research Park,603.0,4623.0,665.0
751,2030,South Jordan Gateway,720.0,5834.0,1890.0
752,2030,South Jordan Towne Center,781.0,4685.0,7350.0
753,2030,South Ogden City Center,483.0,3649.0,24795.0
754,2030,South Ogden Gateway,1033.0,2561.0,14535.0
755,2030,South Ogden US 89,100.0,429.0,1026.0
756,2030,South Salt Lake State Street,562.0,2769.0,7980.0
757,2030,St. Marks Hospital,0.0,816.0,2030.0
758,2030,Station Park,1598.0,7954.0,583.0
759,2030,Sugarhouse,1544.0,9152.0,8225.0
760,2030,Summit Vista Center,154.0,2505.0,385.0
761,2030,Sunset SR 126,528.0,645.0,1628.0
762,2030,Syracuse City Center,1126.0,1829.0,1606.0
763,2030,Syracuse SR 193 Center,3823.0,2377.0,1749.0
764,2030,Taylor's Landing,0.0,499.0,315.0
765,2030,Taylrosville West Point Center,145.0,1032.0,1400.0
766,2030,The Cairns,5120.0,25211.0,20685.0
767,2030,The District,260.0,3486.0,2800.0
768,2030,The Point,0.0,1353.0,2415.0
769,2030,Trailside Center,54.0,0.0,11.0
770,2030,Union Park,1736.0,9395.0,11375.0
771,2030,University Gardens,187.0,318.0,2275.0
772,2030,Village Green Center,348.0,172.0,735.0
773,2030,Vista Station,1653.0,6835.0,1400.0
774,2030,Washington Terrace US 89,63.0,1409.0,1710.0
775,2030,Weber State University,148.0,0.0,8208.0
776,2030,Weber State University Davis,1824.0,979.0,836.0
777,2030,West 12th Street,4.0,0.0,228.0
778,2030,West Bountiful Industrial District,2.0,81.0,165.0
779,2030,West Central Employment District,0.0,1724.0,3885.0
780,2030,West Davis Business Center,0.0,548.0,44.0
781,2030,West Haven City Center,2592.0,3132.0,8892.0
782,2030,West Haven Midland Drive,1808.0,808.0,36138.0
783,2030,West Jordan City Center,1715.0,3814.0,9870.0
784,2030,West Jordan Industrial District,0.0,8629.0,10185.0
785,2030,West Layton Town Center,45.0,183.0,22.0
786,2030,West Ogden Center,804.0,443.0,21033.0
787,2030,West Point City Center,1624.0,1991.0,1100.0
788,2030,West Point West Davis,82.0,0.0,66.0
789,2030,West Riverdale Center,3.0,3980.0,969.0
790,2030,West Roy Center,81.0,959.0,1425.0
791,2030,West Valley 6200 South 5600 West,0.0,684.0,140.0
792,2030,West Valley Redwood Center,1954.0,4052.0,4480.0
793,2030,West Warren Center,17.0,0.0,570.0
794,2030,West Weber,96.0,132.0,513.0
795,2030,West Weber Industrial Center,0.0,718.0,627.0
796,2030,WestBench,919.0,173.0,22330.0
797,2030,Westpointe Center,1.0,2704.0,1575.0
798,2030,Wheeler Village,67.0,247.0,342.0
799,2030,Woods Cross Business Park,0.0,160.0,187.0
800,2030,Woods Cross Station,13.0,378.0,99.0
801,2040,12600 South Mountain View Corridor,113.0,720.0,455.0
802,2040,21st and 21st,219.0,469.0,1855.0
803,2040,2300 East 3300 South,25.0,356.0,735.0
804,2040,2600 South Center,599.0,6833.0,847.0
805,2040,2700 South Station,1386.0,667.0,3885.0
806,2040,4100 South Redwood,7.0,985.0,1960.0
807,2040,4800 South Redwood,37.0,909.0,1225.0
808,2040,5400 South Redwood,442.0,3082.0,2765.0
809,2040,7th Street Sandy Point,79.0,524.0,1505.0
810,2040,900 East Station,6.0,368.0,1190.0
811,2040,9th and 9th Center,87.0,372.0,2520.0
812,2040,Alta Canyon Park Center,94.0,1733.0,980.0
813,2040,Antelope & Main Town Center,234.0,1519.0,330.0
814,2040,Ballpark,4226.0,8410.0,33810.0
815,2040,Bingham Junction,2621.0,5264.0,3325.0
816,2040,Bountiful 200 West,227.0,453.0,583.0
817,2040,Bountiful 500 South,616.0,1390.0,836.0
818,2040,Bountiful Downtown,530.0,809.0,1485.0
819,2040,Business Depot Ogden,34.0,7657.0,5928.0
820,2040,Canyon Rim Center,266.0,194.0,525.0
821,2040,Cascade Village,175.0,306.0,280.0
822,2040,Centerville Downtown,1173.0,4748.0,2442.0
823,2040,Church & Hwy 193 Town Center,327.0,368.0,209.0
824,2040,Clinton Town Center,2508.0,6016.0,2851.0
825,2040,Cold Springs Center,658.0,422.0,154.0
826,2040,Copperton Community Center,85.0,0.0,245.0
827,2040,Cottonwood Heights Fort Union,386.0,3050.0,4445.0
828,2040,Cottonwood Village,154.0,1219.0,315.0
829,2040,Courthouse Downtown,160.0,119.0,726.0
830,2040,Daybreak,5149.0,15687.0,6230.0
831,2040,Decker Lake Center,358.0,1669.0,280.0
832,2040,Downtown Clearfield,4270.0,3271.0,4048.0
833,2040,Downtown Kaysville,631.0,3817.0,1804.0
834,2040,Downtown Riverton,621.0,2727.0,5600.0
835,2040,Downtown South Salt Lake,1670.0,6709.0,10780.0
836,2040,Draper City Center,1937.0,4634.0,5880.0
837,2040,Draper Kimballs Lane Station,235.0,158.0,1015.0
838,2040,East Antelope Center,589.0,2267.0,957.0
839,2040,East Gate Business Center,5.0,1764.0,748.0
840,2040,East Park Lane,769.0,1640.0,209.0
841,2040,Fairbourne Station,1396.0,2974.0,3185.0
842,2040,Farr West 2700 North,330.0,236.0,1254.0
843,2040,Fashion Place West,273.0,5944.0,18445.0
844,2040,Fireclay Center,1302.0,582.0,2380.0
845,2040,Five Points,1942.0,2419.0,12198.0
846,2040,Fore Lakes Center,178.0,3263.0,770.0
847,2040,Fort Union Canyon Center,52.0,167.0,525.0
848,2040,Foxboro,365.0,864.0,220.0
849,2040,Freeport Center,17.0,7320.0,1034.0
850,2040,Gardner Village,402.0,349.0,210.0
851,2040,Gateway Crossing,338.0,969.0,616.0
852,2040,Gentile & Fairfield Town Center,522.0,350.0,451.0
853,2040,Glendale Center,23.0,78.0,70.0
854,2040,Gordon & Fairfield Town Center,276.0,194.0,473.0
855,2040,Granary District,4149.0,4573.0,15470.0
856,2040,Harrisville US 89,75.0,452.0,1026.0
857,2040,Herriman Porter Rockwell Center,1189.0,4599.0,1085.0
858,2040,Herriman Town Center,1563.0,2193.0,12950.0
859,2040,Highberry Center,1470.0,4175.0,2380.0
860,2040,Highlands Loop Center,809.0,1217.0,945.0
861,2040,Highline,1095.0,3376.0,1050.0
862,2040,Historic Magna Main Street,121.0,236.0,2415.0
863,2040,Historic Sandy Station,197.0,402.0,4620.0
864,2040,Holladay City Center,862.0,7118.0,5005.0
865,2040,Holladay Crossroads,229.0,258.0,875.0
866,2040,Hunter Town Center,320.0,692.0,1785.0
867,2040,Hwy 89 & Gordon Town Center,210.0,0.0,66.0
868,2040,Independence,2381.0,3109.0,29260.0
869,2040,International Center,0.0,19161.0,5425.0
870,2040,Ivy Place Center,19.0,1687.0,560.0
871,2040,Jones Ranch,1004.0,1683.0,3290.0
872,2040,Jordan Bluffs,2846.0,6896.0,1505.0
873,2040,Jordan Landing,0.0,6391.0,3465.0
874,2040,Jordan Valley,755.0,3010.0,2835.0
875,2040,Kaysville Business Park,77.0,3928.0,748.0
876,2040,Kearns Town Center,157.0,804.0,980.0
877,2040,Kearns Warehouse District,0.0,1150.0,2135.0
878,2040,Lake Park Center,0.0,7747.0,770.0
879,2040,Layton Downtown,1896.0,2606.0,1914.0
880,2040,Layton Industrial Center,3.0,3080.0,979.0
881,2040,Layton Midtown,8893.0,9307.0,6820.0
882,2040,Legacy Crossing,689.0,1557.0,253.0
883,2040,Legacy Gateway,1342.0,1883.0,693.0
884,2040,Lone Peak Parkway Employment Center,9.0,24091.0,5530.0
885,2040,Marketview Center,297.0,286.0,420.0
886,2040,Marmalade,2472.0,2542.0,10290.0
887,2040,Marriott-Slaterville Employment District,7.0,314.0,570.0
888,2040,Meadowbrook Station,2860.0,8301.0,12320.0
889,2040,Midvale Center Station,795.0,163.0,1190.0
890,2040,Midvale Fort Union Station,40.0,881.0,420.0
891,2040,Midvale Main Street,650.0,1219.0,9590.0
892,2040,Millcreek 2300 East,4.0,39.0,175.0
893,2040,Millcreek City Center,809.0,1316.0,4725.0
894,2040,Millcreek Station,318.0,2483.0,8050.0
895,2040,Millrock Employment Center,0.0,12324.0,2520.0
896,2040,Mountain View Village,220.0,4231.0,490.0
897,2040,Murray Downtown,6463.0,11129.0,25725.0
898,2040,Murray Industrial District,18.0,880.0,5670.0
899,2040,Murray Medical Park,56.0,918.0,3710.0
900,2040,Newgate Center,813.0,11290.0,38874.0
901,2040,North Ogden Downtown,1556.0,1469.0,10203.0
902,2040,North Ogden Southtown,1273.0,957.0,3705.0
903,2040,North Salt Lake / Woods Cross Industrial District,149.0,8495.0,4279.0
904,2040,North Salt Lake Town Center,2037.0,773.0,1342.0
905,2040,North Shore,99.0,0.0,70.0
906,2040,North Station,2677.0,4517.0,440.0
907,2040,North Temple Center,2737.0,6936.0,8680.0
908,2040,Oakwood Village Center,773.0,3056.0,3850.0
909,2040,Ogden 12th Street,344.0,2933.0,9633.0
910,2040,Ogden Airport Industrial District,43.0,8101.0,23940.0
911,2040,Ogden Downtown,4771.0,18421.0,63840.0
912,2040,Ogden Harrison Boulevard North,680.0,1237.0,6384.0
913,2040,Ogden Harrison Boulevard South,715.0,2222.0,4275.0
914,2040,Ogden-Hinckley Airport Center,0.0,3245.0,798.0
915,2040,Old Mill,0.0,18.0,105.0
916,2040,Olympia Hills,4.0,57.0,175.0
917,2040,Olympus Hills Center,15.0,1133.0,385.0
918,2040,Oquirrh View Center,0.0,32.0,105.0
919,2040,Orchard Drive 2200 South,184.0,683.0,209.0
920,2040,Pages Lane Center,463.0,404.0,220.0
921,2040,Parleys Foothill Center,110.0,489.0,245.0
922,2040,Plain City Gateway,279.0,0.0,513.0
923,2040,Plain City Market Center,14.0,335.0,513.0
924,2040,Pleasant Green,1118.0,1449.0,4795.0
925,2040,Pleasant View 2700 North,975.0,2776.0,6726.0
926,2040,Pleasant View Employment Center,4.0,1047.0,1767.0
927,2040,Pleasant View Industrial Center,0.0,3214.0,1539.0
928,2040,Porter Rockwell,1161.0,116.0,350.0
929,2040,Quarry Bend Center,530.0,1865.0,385.0
930,2040,Renaissance Towne Center,280.0,655.0,209.0
931,2040,Research Park,135.0,3273.0,595.0
932,2040,River Park,5.0,5463.0,1295.0
933,2040,River Trail Station,0.0,4374.0,1645.0
934,2040,Riverdale City Center,1269.0,4951.0,4617.0
935,2040,Roper Yards,0.0,5002.0,5390.0
936,2040,Rose Park Center,83.0,550.0,490.0
937,2040,Roy Downtown,815.0,5098.0,18411.0
938,2040,Roy Station,1177.0,1627.0,2451.0
939,2040,S-Line Center,993.0,213.0,910.0
940,2040,SLCC/RSL,0.0,579.0,210.0
941,2040,SW Salt Lake Employment District,835.0,4728.0,5355.0
942,2040,Salt Lake 15th and 15th,3.0,81.0,350.0
943,2040,Salt Lake 900 West,265.0,535.0,5495.0
944,2040,Salt Lake City CBD,10131.0,126161.0,29715.0
945,2040,Salt Lake City East Downtown,7408.0,9186.0,19110.0
946,2040,Salt Lake City Northwest Quadrant,11.0,90158.0,81095.0
947,2040,Salt Lake Foothill Center,4.0,1883.0,280.0
948,2040,Salt Lake International Airport,0.0,500.0,210.0
949,2040,Sandy Union Park,430.0,1607.0,3045.0
950,2040,Sandy Village Center,249.0,3662.0,5285.0
951,2040,Sheep Lane Employment District,0.0,1978.0,198.0
952,2040,SoDa Row,225.0,1296.0,1855.0
953,2040,Sorenson Research Park,603.0,5451.0,770.0
954,2040,South Jordan Gateway,853.0,5902.0,2275.0
955,2040,South Jordan Towne Center,1198.0,4540.0,7490.0
956,2040,South Ogden City Center,578.0,3993.0,25365.0
957,2040,South Ogden Gateway,1186.0,2496.0,14649.0
958,2040,South Ogden US 89,130.0,380.0,1083.0
959,2040,South Salt Lake State Street,1049.0,1831.0,8085.0
960,2040,St. Marks Hospital,0.0,838.0,2030.0
961,2040,Station Park,1992.0,7954.0,616.0
962,2040,Sugarhouse,1996.0,8065.0,8260.0
963,2040,Summit Vista Center,245.0,2723.0,490.0
964,2040,Sunset SR 126,977.0,358.0,1650.0
965,2040,Syracuse City Center,1538.0,1937.0,1716.0
966,2040,Syracuse SR 193 Center,4377.0,2725.0,1826.0
967,2040,Taylor's Landing,0.0,1113.0,315.0
968,2040,Taylorsville Employment Center,0.0,444.0,140.0
969,2040,Taylrosville West Point Center,274.0,1044.0,1470.0
970,2040,The Cairns,10236.0,17007.0,20755.0
971,2040,The District,260.0,3572.0,2835.0
972,2040,The Point,0.0,1353.0,2415.0
973,2040,Trailside Center,54.0,0.0,11.0
974,2040,Union Park,3874.0,7810.0,11410.0
975,2040,University Gardens,207.0,281.0,2310.0
976,2040,Village Green Center,233.0,469.0,735.0
977,2040,Vista Station,1964.0,6861.0,1400.0
978,2040,Washington Terrace US 89,394.0,1445.0,2109.0
979,2040,Weber State University,148.0,0.0,8208.0
980,2040,Weber State University Davis,1848.0,979.0,880.0
981,2040,West 12th Street,1101.0,0.0,342.0
982,2040,West Bountiful Industrial District,2.0,81.0,165.0
983,2040,West Central Employment District,0.0,2041.0,3885.0
984,2040,West Davis Business Center,0.0,782.0,55.0
985,2040,West Haven City Center,4270.0,2796.0,10089.0
986,2040,West Haven Midland Drive,2464.0,1324.0,38076.0
987,2040,West Jordan City Center,2379.0,3753.0,9870.0
988,2040,West Jordan Industrial District,0.0,10910.0,11725.0
989,2040,West Layton Town Center,89.0,366.0,44.0
990,2040,West Ogden Center,982.0,502.0,21888.0
991,2040,West Point City Center,2262.0,2065.0,1188.0
992,2040,West Point West Davis,340.0,142.0,143.0
993,2040,West Riverdale Center,2.0,6117.0,1311.0
994,2040,West Roy Center,127.0,959.0,1596.0
995,2040,West Valley 6200 South 5600 West,0.0,684.0,140.0
996,2040,West Valley Redwood Center,2406.0,5020.0,4585.0
997,2040,West Warren Center,17.0,0.0,570.0
998,2040,West Weber,112.0,125.0,627.0
999,2040,West Weber Industrial Center,0.0,742.0,741.0
1000,2040,WestBench,1418.0,407.0,24640.0
1001,2040,Westpointe Center,1.0,2704.0,1575.0
1002,2040,Wheeler Village,67.0,247.0,342.0
1003,2040,Woods Cross Business Park,0.0,160.0,187.0
1004,2040,Woods Cross Station,57.0,356.0,110.0
1005,2050,12600 South Mountain View Corridor,113.0,720.0,455.0
1006,2050,21st and 21st,221.0,464.0,1855.0
1007,2050,2300 East 3300 South,25.0,399.0,735.0
1008,2050,2600 South Center,808.0,6844.0,847.0
1009,2050,2700 South Station,1428.0,909.0,3885.0
